arm,seed,label,n_days,start,end,start_equity,end_equity,total_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,win_rate,turnover_per_cycle,total_costs,time_in_market,n_cycles,risk_free_rate
no_decay,8,no_decay/seed8,2765,2015-01-02,2025-12-30,100000.0,282261.8504796333,1.822618504796333,0.09899683305955875,0.11610365679794411,0.8730908404656335,1.1693360699262165,-0.15911326409551493,0.6221783810564745,0.5520984081041969,0.879686590985175,41970.9264,0.7743726447178463,571,0.0
no_decay,9,no_decay/seed9,2765,2015-01-02,2025-12-30,100000.0,193406.2943098423,0.9340629430984231,0.06184376113040346,0.10928827330749666,0.6049804922981865,0.7054624985998504,-0.23178352075795752,0.2668169028072729,0.38531114327062227,0.6970214427630307,31372.736900000004,0.6024401988883726,571,0.0
no_decay,10,no_decay/seed10,2765,2015-01-02,2025-12-30,100000.0,336827.55949575023,2.3682755949575025,0.11680921045820303,0.11533775416528502,1.0178709799640528,1.3681405538098474,-0.14266611268025284,0.8187593273814013,0.5448625180897251,0.8474871351272394,46418.9163,0.7733570638221026,571,0.0
no_decay,11,no_decay/seed11,2765,2015-01-02,2025-12-30,100000.0,365232.3043951319,2.652323043951319,0.12506517605667966,0.11437615495547435,1.0900315350150693,1.4801218002538294,-0.12622889816444122,0.9907808582291073,0.5560781476121563,0.7498362440377663,46089.48640000001,0.7631551812851983,571,0.0
no_decay,12,no_decay/seed12,2765,2015-01-02,2025-12-30,100000.0,272376.98321142077,1.7237698321142076,0.09543860599446075,0.11773277517542742,0.8349426887938773,1.1297385398627116,-0.13302056605864132,0.7174725594866828,0.5502894356005789,0.9001158086653882,43090.1994,0.7646200459584215,571,0.0
no_decay,13,no_decay/seed13,2765,2015-01-02,2025-12-30,100000.0,315163.56276009505,2.1516356276009505,0.11007544664166469,0.11530046649805882,0.9655979148359064,1.3021180075053356,-0.12622298994971318,0.8720712976734142,0.5463096960926194,0.8929323244351862,43754.1198,0.7797956688067398,571,0.0
no_decay,14,no_decay/seed14,2765,2015-01-02,2025-12-30,100000.0,301450.22962665476,2.0145022962665475,0.10559201996511192,0.11786851924256836,0.9126834820571804,1.1904979434846235,-0.16475761258456698,0.6408931175238627,0.5495658465991317,0.8651276185694895,40633.6383,0.7893038469068503,571,0.0
no_decay,15,no_decay/seed15,2765,2015-01-02,2025-12-30,100000.0,302057.8087061999,2.0205780870619994,0.10579454990828108,0.11518498942733371,0.9327817632182608,1.2586648291731501,-0.13765468519710372,0.76855030220582,0.548480463096961,0.8482061164754756,44579.7375,0.7780028752566619,571,0.0
no_decay,16,no_decay/seed16,2765,2015-01-02,2025-12-30,100000.0,291169.5864034976,1.911695864034976,0.10210758803039188,0.1166300912561517,0.8939092778834472,1.2205996734766618,-0.15584770203838094,0.6551754481772573,0.5510130246020261,0.9256001422699797,46354.1957,0.7603666865590607,571,0.0
no_decay,17,no_decay/seed17,2765,2015-01-02,2025-12-30,100000.0,300923.31949874037,2.0092331949874036,0.10541607948552878,0.11669733104112283,0.9192594730897857,1.2450500672055747,-0.1450101465455978,0.7269565750861521,0.5557163531114327,0.9021106898811707,45525.529800000004,0.7601501725285909,571,0.0
no_decay,18,no_decay/seed18,2765,2015-01-02,2025-12-30,100000.0,303538.8665124768,2.0353886651247683,0.10628669724028761,0.11659655745385958,0.9267206333443208,1.2298833440859698,-0.17214284867456356,0.6174331263753097,0.5524602026049205,0.8515932138978882,39756.355599999995,0.7821866829410873,571,0.0
no_decay,19,no_decay/seed19,2765,2015-01-02,2025-12-30,100000.0,330206.27050508943,2.3020627050508944,0.11479395329693909,0.11601762548434438,0.9969856454834046,1.3322861410985751,-0.1593249655282197,0.7205019810696695,0.548480463096961,0.906166326889555,48815.969,0.7651962018727116,571,0.0
no_bandit_a,0,no_bandit_a/seed0,2765,2015-01-02,2025-12-30,100000.0,299519.90046355594,1.9951990046355594,0.10494609413993361,0.11583672024925726,0.9215456219854248,1.2242371436585784,-0.1527036333350049,0.6872534192405255,0.557163531114327,0.8929474192665708,44602.1327,0.7681135506945614,571,0.0
no_bandit_a,1,no_bandit_a/seed1,2765,2015-01-02,2025-12-30,100000.0,319968.8363278671,2.1996883632786712,0.11160459018686364,0.11514043306194574,0.9787317657522702,1.3130276724221763,-0.13748331439180497,0.81176825479206,0.5452243125904487,0.8571530266170552,43742.26730000001,0.7793257905717519,571,0.0
no_bandit_a,2,no_bandit_a/seed2,2765,2015-01-02,2025-12-30,100000.0,323280.15149235516,2.2328015149235516,0.11264622058036067,0.11825615393340586,0.9640135896444515,1.2609459575949495,-0.16757929802496688,0.6721965177558986,0.548480463096961,0.8810461919560597,47656.593100000006,0.7976061532655117,571,0.0
no_bandit_a,3,no_bandit_a/seed3,2765,2015-01-02,2025-12-30,100000.0,260546.8929625593,1.605468929625593,0.09102249408375651,0.11866263883729147,0.7952094308683803,1.074535727689855,-0.15908188858908678,0.5721738338100216,0.5477568740955138,0.9005214679096666,42257.6325,0.7619402573918238,571,0.0
no_bandit_a,4,no_bandit_a/seed4,2765,2015-01-02,2025-12-30,100000.0,274388.4814436521,1.7438848144365213,0.09617208655553466,0.11650119116974601,0.84836604737735,1.1228417877890131,-0.1392613986744131,0.6905868206909274,0.554630969609262,0.907665843900445,44645.826,0.7665629571300207,571,0.0
no_bandit_a,5,no_bandit_a/seed5,2765,2015-01-02,2025-12-30,100000.0,348540.32910680526,2.4854032910680526,0.12028751192619969,0.11490853510131639,1.0483851570565157,1.401462838527049,-0.17786147933009322,0.6762988387325736,0.5448625180897251,0.8779695015142741,49151.782699999996,0.7915244346103825,571,0.0
no_bandit_a,6,no_bandit_a/seed6,2765,2015-01-02,2025-12-30,100000.0,322677.4998088712,2.226774998088712,0.11245737041828519,0.1154570909877641,0.9830637121351314,1.3093030208478986,-0.13072514303544466,0.8602581554475226,0.5423299565846599,0.889993914544448,46458.236899999996,0.7889156944478506,571,0.0
no_bandit_a,7,no_bandit_a/seed7,2765,2015-01-02,2025-12-30,100000.0,263420.6334102724,1.6342063341027244,0.09211175671748628,0.11493649870495698,0.8259792732001353,1.110151179830457,-0.19048893887632326,0.4835543589084231,0.5510130246020261,0.9254263948374964,44919.8251,0.7770075674051875,571,0.0
no_bandit_a,8,no_bandit_a/seed8,2765,2015-01-02,2025-12-30,100000.0,265836.65430091665,1.6583665430091665,0.09301919892295873,0.11450010165079093,0.8359467985479334,1.1262658693244954,-0.1738851768421789,0.5349461099112808,0.554630969609262,0.905664296877735,45353.043099999995,0.7671580703501072,571,0.0
no_bandit_a,9,no_bandit_a/seed9,2765,2015-01-02,2025-12-30,100000.0,340927.4133062094,2.4092741330620937,0.1180390646651035,0.11808016815433225,1.0062418070281212,1.3645489371370452,-0.1464963423681091,0.8057475207708634,0.5463096960926194,0.895106182828728,43865.7077,0.7795733566990917,571,0.0
no_bandit_a,10,no_bandit_a/seed10,2765,2015-01-02,2025-12-30,100000.0,331767.8119869164,2.3176781198691643,0.11527251266289973,0.11482642379972616,1.0098682739659255,1.339017789588579,-0.13234950540529905,0.8709704831151142,0.5488422575976846,0.8556072563237392,44631.0932,0.7748092989673511,571,0.0
no_bandit_a,11,no_bandit_a/seed11,2765,2015-01-02,2025-12-30,100000.0,273696.0616560642,1.736960616560642,0.09592015321530845,0.11506579891741135,0.8554870756984789,1.1552039393701388,-0.14526720835836648,0.6603014837228683,0.5470332850940666,0.9212349672358995,45686.1976,0.7668311890049463,571,0.0
no_bandit_a,12,no_bandit_a/seed12,2765,2015-01-02,2025-12-30,100000.0,283932.63450405066,1.8393263450405066,0.09958703908946132,0.11674985586873858,0.8734466720197807,1.1857483666642092,-0.1350517098940788,0.7373993203608272,0.5477568740955138,0.8779127077201404,44224.778000000006,0.7795038699843038,571,0.0
no_bandit_a,13,no_bandit_a/seed13,2765,2015-01-02,2025-12-30,100000.0,299162.1043414127,1.9916210434141273,0.10482595303360576,0.11692925041824066,0.9131045133488448,1.2030929915137147,-0.13012030752629053,0.8056079410389181,0.546671490593343,0.8922302684220921,43345.121100000004,0.77638441380105,571,0.0
no_bandit_a,14,no_bandit_a/seed14,2765,2015-01-02,2025-12-30,100000.0,313064.41276714404,2.1306441276714403,0.10940078972496092,0.11649291304645638,0.9516680380971402,1.2509658559736525,-0.14291713092030248,0.7654840887196939,0.5463096960926194,0.8633754266496847,43788.7283,0.7752742091926075,571,0.0
